"","playerId","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"188",20070190,"OT",77,322,22.2465753424658,5.3,24.5,28,5.05,102,8.35,6,190
"189",20070156,"OG",75,326,23.8767123287671,5.44,28.5,34,4.81,101,7.72,5,156
"190",20070196,"OT",76,305,22.6109589041096,5.22,27,26,4.64,100,7.78,6,196
"191",20070003,"OT",78,312,22.4109589041096,4.94,33,28,4.88,110,7.95,1,3
"192",20080015,"OT",77,314,23.4904109589041,5.21,26,23,4.78,111,7.97,1,15
"193",20080219,"OT",77,311,23.9972602739726,5.31,26.5,9,4.65,109,7.65,7,219
"194",20080026,"OT",76,305,22.6712328767123,5.09,27.5,24,4.52,105,7.58,1,26
"195",20080017,"OT",79,316,23.8438356164384,5.19,23,24,4.82,102,7.6,1,17
"196",20080234,"OT",77,325,23.8630136986301,5.35,23,23,4.68,106,7.47,7,234
"197",20080112,"OT",77,315,22.4958904109589,5.59,22.5,26,4.87,97,7.71,4,112
"198",20080099,"OT",76,315,23.841095890411,5.18,24.5,23,4.8,107,7.9,3,99
"199",20080150,"OT",79,320,22.5945205479452,5.24,22.5,23,4.63,108,7.56,5,150
